"Jul 26, 2019 16:34:47.778182000 AEST","04:b1:67:3c:9b:c2"
"Jul 26, 2019 16:34:47.797990000 AEST","04:b1:67:3c:9b:c2"
"Jul 26, 2019 16:34:48.028259000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:34:48.269223000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:34:48.357583000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:34:48.372522000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:34:48.445755000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:34:48.582791000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:34:48.597712000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:34:54.488855000 AEST","06:7d:61:24:6a:06"
"Jul 26, 2019 16:34:54.528925000 AEST","06:7d:61:24:6a:06"
"Jul 26, 2019 16:34:54.549180000 AEST","06:7d:61:24:6a:06"
"Jul 26, 2019 16:34:54.574330000 AEST","06:7d:61:24:6a:06"
"Jul 26, 2019 16:34:54.609724000 AEST","06:7d:61:24:6a:06"
"Jul 26, 2019 16:34:54.663582000 AEST","06:7d:61:24:6a:06"
"Jul 26, 2019 16:34:54.683711000 AEST","06:7d:61:24:6a:06"
"Jul 26, 2019 16:34:56.021842000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:34:56.036778000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:34:56.597460000 AEST","ba:ea:27:cb:f9:b9"
"Jul 26, 2019 16:34:56.663212000 AEST","ba:ea:27:cb:f9:b9"
"Jul 26, 2019 16:34:56.688378000 AEST","ba:ea:27:cb:f9:b9"
"Jul 26, 2019 16:34:56.713130000 AEST","ba:ea:27:cb:f9:b9"
"Jul 26, 2019 16:34:56.797885000 AEST","ba:ea:27:cb:f9:b9"
"Jul 26, 2019 16:35:02.723613000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:35:02.852935000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:35:02.874659000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:35:02.920207000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:35:03.033528000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:35:03.057962000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:35:03.078178000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:35:03.123650000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:35:03.394425000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:35:03.413929000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:35:03.468062000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:35:03.480018000 AEST","88:66:a5:c1:3c:c0"
"Jul 26, 2019 16:35:03.489922000 AEST","88:66:a5:c1:3c:c0"
"Jul 26, 2019 16:35:03.629187000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:35:04.983853000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:35:05.283441000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:35:06.240930000 AEST","ac:2b:6e:87:82:d7"
"Jul 26, 2019 16:35:06.243077000 AEST","ac:2b:6e:87:82:d7"
"Jul 26, 2019 16:35:10.663345000 AEST","dc:a4:ca:a9:1e:5f"
"Jul 26, 2019 16:35:12.139067000 AEST","88:66:a5:c1:3c:c0"
"Jul 26, 2019 16:35:12.149993000 AEST","88:66:a5:c1:3c:c0"
"Jul 26, 2019 16:35:12.249075000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:35:12.250346000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:35:12.251662000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:35:12.355004000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:35:12.356271000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:35:12.360462000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:35:12.407532000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:35:12.422076000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:35:12.509823000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:35:12.511094000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:35:15.055190000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:35:15.450858000 AEST","98:22:ef:97:70:77"
"Jul 26, 2019 16:35:17.439585000 AEST","a0:18:28:2a:f7:7a"
"Jul 26, 2019 16:35:17.461666000 AEST","a0:18:28:2a:f7:7a"
"Jul 26, 2019 16:35:21.899345000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:35:21.909629000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:35:22.420519000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:35:22.430759000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:35:22.445438000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:35:22.455804000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:35:22.525505000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:35:22.560735000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:35:22.622218000 AEST","8e:1b:13:43:7f:97"
"Jul 26, 2019 16:35:22.667175000 AEST","8e:1b:13:43:7f:97"
"Jul 26, 2019 16:35:22.714351000 AEST","8e:1b:13:43:7f:97"
"Jul 26, 2019 16:35:22.742283000 AEST","8e:1b:13:43:7f:97"
"Jul 26, 2019 16:35:22.788717000 AEST","8e:1b:13:43:7f:97"
"Jul 26, 2019 16:35:22.806831000 AEST","8e:1b:13:43:7f:97"
"Jul 26, 2019 16:35:22.826861000 AEST","8e:1b:13:43:7f:97"
"Jul 26, 2019 16:35:25.185889000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:35:25.375888000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:35:26.132832000 AEST","b8:b2:f8:7a:f7:7e"
"Jul 26, 2019 16:35:26.155753000 AEST","b8:b2:f8:7a:f7:7e"
"Jul 26, 2019 16:35:26.374758000 AEST","e6:ae:6c:06:39:7b"
"Jul 26, 2019 16:35:26.426487000 AEST","e6:ae:6c:06:39:7b"
"Jul 26, 2019 16:35:26.485753000 AEST","e6:ae:6c:06:39:7b"
"Jul 26, 2019 16:35:26.733753000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:35:26.754067000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:35:31.909856000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:31.929946000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:32.006404000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:32.026849000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:32.127657000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:32.147694000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:32.320938000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:32.341003000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:34.005791000 AEST","12:af:22:3a:4e:a5"
"Jul 26, 2019 16:35:34.050563000 AEST","12:af:22:3a:4e:a5"
"Jul 26, 2019 16:35:34.095558000 AEST","12:af:22:3a:4e:a5"
"Jul 26, 2019 16:35:34.122530000 AEST","12:af:22:3a:4e:a5"
"Jul 26, 2019 16:35:34.186954000 AEST","12:af:22:3a:4e:a5"
"Jul 26, 2019 16:35:34.205804000 AEST","12:af:22:3a:4e:a5"
"Jul 26, 2019 16:35:35.224861000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:35:35.362227000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:35:35.498864000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:35:35.525871000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:35:36.932119000 AEST","dc:a9:04:7c:10:f4"
"Jul 26, 2019 16:35:36.977662000 AEST","dc:a9:04:7c:10:f4"
"Jul 26, 2019 16:35:37.254563000 AEST","dc:a9:04:7c:10:f4"
"Jul 26, 2019 16:35:37.265951000 AEST","dc:a9:04:7c:10:f4"
"Jul 26, 2019 16:35:41.045693000 AEST","40:4e:36:86:50:92"
"Jul 26, 2019 16:35:41.523541000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:41.533435000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:42.539476000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:42.549867000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:43.377095000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:43.383886000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:35:43.394281000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:35:43.428106000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:45.238467000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:35:45.438639000 AEST","98:22:ef:97:70:77"
"Jul 26, 2019 16:35:45.614202000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:35:51.566781000 AEST","1c:36:bb:e3:43:02"
"Jul 26, 2019 16:35:51.577016000 AEST","1c:36:bb:e3:43:02"
"Jul 26, 2019 16:35:51.799620000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:51.800961000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:51.820001000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:51.821373000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:51.845406000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:51.846748000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:51.862845000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:51.864157000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:51.934269000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:51.935602000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:51.976631000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:51.977970000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:51.997155000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:51.998499000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:35:52.446215000 AEST","ba:c0:99:ec:8f:ad"
"Jul 26, 2019 16:35:52.552820000 AEST","9c:e6:5e:31:80:d2"
"Jul 26, 2019 16:35:52.565807000 AEST","9c:e6:5e:31:80:d2"
"Jul 26, 2019 16:35:52.772899000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:52.784021000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:52.795444000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:52.805363000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:52.815854000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:52.886039000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:52.898389000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:52.912154000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:52.917557000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:35:53.387081000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:53.404739000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:54.541574000 AEST","1c:36:bb:e3:43:02"
"Jul 26, 2019 16:35:55.352158000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:55.367403000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:55.438415000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:55.453390000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:55.751574000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:56.164367000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:56.179387000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:58.313393000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:58.328460000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:35:58.824444000 AEST","e4:9a:dc:60:b5:7a"
"Jul 26, 2019 16:35:59.917140000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:35:59.937304000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:00.038617000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:00.410052000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:36:00.433280000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:36:00.524370000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:36:00.544772000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:36:00.588065000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:36:00.647997000 AEST","c8:3c:85:bb:31:6e"
"Jul 26, 2019 16:36:00.665283000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:36:00.684648000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:36:00.880328000 AEST","ba:63:72:0f:f5:10"
"Jul 26, 2019 16:36:00.948057000 AEST","ba:63:72:0f:f5:10"
"Jul 26, 2019 16:36:00.974148000 AEST","ba:63:72:0f:f5:10"
"Jul 26, 2019 16:36:00.995862000 AEST","e4:9a:dc:2e:98:03"
"Jul 26, 2019 16:36:01.174120000 AEST","cc:44:63:6c:25:a7"
"Jul 26, 2019 16:36:01.722587000 AEST","d8:fc:93:f3:63:26"
"Jul 26, 2019 16:36:02.544843000 AEST","cc:44:63:6c:25:a7"
"Jul 26, 2019 16:36:02.635305000 AEST","cc:44:63:6c:25:a7"
"Jul 26, 2019 16:36:02.645448000 AEST","cc:44:63:6c:25:a7"
"Jul 26, 2019 16:36:05.275639000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:05.296191000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:05.347784000 AEST","fa:83:4c:9c:ef:70"
"Jul 26, 2019 16:36:06.324350000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:36:06.334642000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:36:06.754223000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:36:08.989636000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:36:09.010654000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:36:09.314222000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:36:10.028862000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:11.590575000 AEST","e4:9a:dc:60:b5:7a"
"Jul 26, 2019 16:36:12.062737000 AEST","c8:3c:85:bb:31:6e"
"Jul 26, 2019 16:36:12.082881000 AEST","c8:3c:85:bb:31:6e"
"Jul 26, 2019 16:36:14.168740000 AEST","66:2b:55:4b:70:14"
"Jul 26, 2019 16:36:14.188991000 AEST","66:2b:55:4b:70:14"
"Jul 26, 2019 16:36:14.235514000 AEST","66:2b:55:4b:70:14"
"Jul 26, 2019 16:36:14.870488000 AEST","02:97:44:b9:e5:c9"
"Jul 26, 2019 16:36:14.910913000 AEST","02:97:44:b9:e5:c9"
"Jul 26, 2019 16:36:14.955425000 AEST","02:97:44:b9:e5:c9"
"Jul 26, 2019 16:36:14.995258000 AEST","02:97:44:b9:e5:c9"
"Jul 26, 2019 16:36:15.038610000 AEST","02:97:44:b9:e5:c9"
"Jul 26, 2019 16:36:15.078106000 AEST","02:97:44:b9:e5:c9"
"Jul 26, 2019 16:36:15.121679000 AEST","02:97:44:b9:e5:c9"
"Jul 26, 2019 16:36:15.205303000 AEST","02:97:44:b9:e5:c9"
"Jul 26, 2019 16:36:15.244821000 AEST","02:97:44:b9:e5:c9"
"Jul 26, 2019 16:36:15.249916000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:15.354213000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:15.375063000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:15.417953000 AEST","98:22:ef:97:70:77"
"Jul 26, 2019 16:36:15.522917000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:36:15.532736000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:36:16.353873000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:36:16.358382000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:36:16.386738000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:36:16.397030000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:36:16.466119000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:36:16.476006000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:36:16.963114000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:16.964384000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:16.985434000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:16.987632000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.005749000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.007699000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.026481000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.027794000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.050240000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.052633000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.071313000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.072848000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.085809000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:36:17.094001000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.095280000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.114100000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.138718000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.157683000 AEST","ae:88:f4:f8:63:68"
"Jul 26, 2019 16:36:17.206469000 AEST","36:87:ac:48:d3:8a"
"Jul 26, 2019 16:36:17.228245000 AEST","36:87:ac:48:d3:8a"
"Jul 26, 2019 16:36:17.315033000 AEST","36:87:ac:48:d3:8a"
"Jul 26, 2019 16:36:18.904341000 AEST","ce:6c:52:2f:4c:25"
"Jul 26, 2019 16:36:19.192006000 AEST","d8:1c:79:70:81:9f"
"Jul 26, 2019 16:36:19.213109000 AEST","d8:1c:79:70:81:9f"
"Jul 26, 2019 16:36:19.236659000 AEST","d8:1c:79:70:81:9f"
"Jul 26, 2019 16:36:19.258122000 AEST","d8:1c:79:70:81:9f"
"Jul 26, 2019 16:36:19.773875000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:19.829340000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:20.118050000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:20.172263000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:20.284808000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:20.343657000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:20.457837000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:20.513504000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:20.577771000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:20.628407000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:20.686080000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:20.740681000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:20.799631000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:20.913681000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:20.968889000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:21.083272000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:21.154833000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:21.196821000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:22.524655000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:22.771702000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:23.147879000 AEST","12:7a:65:a5:46:ba"
"Jul 26, 2019 16:36:25.069005000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:25.277033000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:25.890005000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:36:25.910217000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:36:25.931995000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:36:25.952221000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:36:25.976987000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:36:25.997219000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:36:26.022043000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:36:26.067102000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:36:26.883962000 AEST","ac:0d:1b:ef:c0:57"
"Jul 26, 2019 16:36:28.054046000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:36:28.137944000 AEST","a6:3c:6c:f5:bc:b1"
"Jul 26, 2019 16:36:28.158184000 AEST","a6:3c:6c:f5:bc:b1"
"Jul 26, 2019 16:36:28.182969000 AEST","a6:3c:6c:f5:bc:b1"
"Jul 26, 2019 16:36:28.227995000 AEST","a6:3c:6c:f5:bc:b1"
"Jul 26, 2019 16:36:28.258755000 AEST","a6:3c:6c:f5:bc:b1"
"Jul 26, 2019 16:36:28.339571000 AEST","a6:3c:6c:f5:bc:b1"
"Jul 26, 2019 16:36:28.714019000 AEST","88:ae:07:a6:f2:9d"
"Jul 26, 2019 16:36:29.769382000 AEST","74:e5:43:38:fd:50"
"Jul 26, 2019 16:36:29.833403000 AEST","74:e5:43:38:fd:50"
"Jul 26, 2019 16:36:30.513403000 AEST","74:e5:43:38:fd:50"
"Jul 26, 2019 16:36:30.581391000 AEST","74:e5:43:38:fd:50"
"Jul 26, 2019 16:36:31.063787000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:36:32.492847000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:36:32.513403000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:36:34.402535000 AEST","34:08:bc:ba:34:cc"
"Jul 26, 2019 16:36:35.913966000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:35.984944000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:36.142999000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:39.260602000 AEST","fa:b0:cc:f4:b6:14"
"Jul 26, 2019 16:36:39.280767000 AEST","fa:b0:cc:f4:b6:14"
"Jul 26, 2019 16:36:39.352459000 AEST","fa:b0:cc:f4:b6:14"
"Jul 26, 2019 16:36:39.371211000 AEST","fa:b0:cc:f4:b6:14"
"Jul 26, 2019 16:36:39.606493000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:40.226308000 AEST","6a:e1:3b:33:14:45"
"Jul 26, 2019 16:36:40.350017000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:40.449381000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:40.734942000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:40.755052000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:40.880802000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:41.090975000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:41.215701000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:36:41.323820000 AEST","88:ae:07:a6:f2:9d"
"Jul 26, 2019 16:36:43.201679000 AEST","a0:d3:7a:ea:82:6a"
"Jul 26, 2019 16:36:43.826988000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:36:44.378928000 AEST","da:a1:19:2c:60:54"
"Jul 26, 2019 16:36:44.464881000 AEST","d4:38:9c:00:6a:2c"
"Jul 26, 2019 16:36:44.466102000 AEST","d4:38:9c:00:6a:2c"
"Jul 26, 2019 16:36:44.469824000 AEST","d4:38:9c:00:6a:2c"
"Jul 26, 2019 16:36:44.480187000 AEST","d4:38:9c:00:6a:2c"
"Jul 26, 2019 16:36:44.674425000 AEST","d4:38:9c:00:6a:2c"
"Jul 26, 2019 16:36:45.281367000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:36:45.291634000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:36:45.470980000 AEST","98:22:ef:97:70:77"
"Jul 26, 2019 16:36:45.583095000 AEST","98:09:cf:80:4f:41"
"Jul 26, 2019 16:36:45.699880000 AEST","98:09:cf:80:4f:41"
"Jul 26, 2019 16:36:46.118326000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:36:46.199227000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:36:46.209442000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:36:46.228220000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:36:46.427164000 AEST","c8:3c:85:bb:31:6e"
"Jul 26, 2019 16:36:49.125442000 AEST","88:66:a5:c1:3c:c0"
"Jul 26, 2019 16:36:49.825931000 AEST","88:66:a5:c1:3c:c0"
"Jul 26, 2019 16:36:49.834088000 AEST","88:66:a5:c1:3c:c0"
"Jul 26, 2019 16:36:49.910129000 AEST","88:66:a5:c1:3c:c0"
"Jul 26, 2019 16:36:49.934933000 AEST","88:66:a5:c1:3c:c0"
"Jul 26, 2019 16:36:49.944065000 AEST","88:66:a5:c1:3c:c0"
"Jul 26, 2019 16:36:51.625426000 AEST","d4:f4:6f:af:ce:21"
"Jul 26, 2019 16:36:53.561584000 AEST","88:66:a5:c1:3c:c0"
"Jul 26, 2019 16:36:53.571542000 AEST","88:66:a5:c1:3c:c0"
"Jul 26, 2019 16:36:53.824084000 AEST","c8:3c:85:bb:31:6e"
"Jul 26, 2019 16:36:53.860795000 AEST","c8:3c:85:bb:31:6e"
"Jul 26, 2019 16:36:53.930113000 AEST","c8:3c:85:bb:31:6e"
